reviews.text,cleaned_text,sentiment
I purchased this for my 9 year old niece and she LOVES it. Very kid friendly.,purchased year old niece loves kid friendly,Positive
Great tablet for kids of any age. It's cheap and user friendly. You can even set controls so there is an age timer as well. It's perfect!,great tablet kids age cheap user friendly even set controls age timer well perfect,Positive
We like this tablet and the fact it is easy on the eyes for reading.,like tablet fact easy eyes reading,Positive
This is my first tablet. I has been fun learning how to use it. Great price.,first tablet fun learning use great price,Positive
We check local weather aND enjoy music. We get answears to questions.,check local weather enjoy music get answears questions,Positive
"I am really enjoying this device, I wanted something to use for entertainment purposes when camping. Something small yet powerful and this works perfect. 5 stars if your a prime member like me that way you can take advantage of the many thing prime has to offer yet still have available almost every other digital services out there. Would and have recommended this product.",really enjoying device wanted something use entertainment purposes camping something small yet powerful works perfect stars prime member like way take advantage many thing prime offer yet still available almost every digital services would recommended product,Positive
This is good for the price battery is good quality of picture is ok,good price battery good quality picture ok,Positive
This tablet is nice for the price. Recommended for kids or an adult who doesn't need a large screen.,tablet nice price recommended kids adult doesnt need large screen,Positive
I have wanted Echo ever since it came out. I ordered it off of amazon and they kept saying it was on the wait list. Walked into Best Buy and it was on the shelve in the store. Grabbed one and it was worth the wait. When I got home called Amazon and cancelled my order.,wanted echo ever since came ordered amazon kept saying wait list walked best buy shelve store grabbed one worth wait got home called amazon cancelled order,Positive
"Great charger. Somewhat pricey however. If you attatch it to the cable that comes with the e-book reader, this allows you to plug it into a wall socket.",great charger somewhat pricey however attatch cable comes ebook reader allows plug wall socket,Positive
"This is an OK tablet for the price. Does is able to do a lot of things like a more expensive tablet, but I find it to be slow. I bought it mainly as a reader, so am not to concerned about the other apps, etc. Is handy to carry in a purse for reading on the go. I have hooked it up to public wifi and seems to work OK, did not do much as don't know if any security there.",ok tablet price able lot things like expensive tablet find slow bought mainly reader concerned apps etc handy carry purse reading go hooked public wifi seems work ok much dont know security,Neutral
"I purchased the 7"" and 8"" units at the same time. They are both nice little tablets for using the Amazon apps and cruzing the internet, but the 7"" is lacking the additional 512Mb of ram an 8Gb of storage that make the 8"" worth the additional money.",purchased units time nice little tablets using amazon apps cruzing internet lacking additional mb ram gb storage make worth additional money,Positive
Bought 2 and gave one as a birthday gift. Wow...reaction was fabulous..like...best gift almost ever. I love this new toy.,bought gave one birthday gift wowreaction fabulouslikebest gift almost ever love new toy,Positive
I enjoy to use the reader and like the idea that I can go to the internet from the Kindle.,enjoy use reader like idea go internet kindle,Positive
Love how I can read in bed without the light on so it does not bother my husband. And it keeps me from cluttering the house with so many books. Also don't have to wait til you make it to the store to buy the next book cause they are all right at your finger tips!,love read bed without light bother husband keeps cluttering house many books also dont wait til make store buy next book cause right finger tips,Positive
Bought this tablet cause it was super cheap during December. It's a good tablet for someone who doesn't need a powerhouse,bought tablet cause super cheap december good tablet someone doesnt need powerhouse,Positive
I use Alexa daily and love it! Would def recomment,use alexa daily love would def recomment,Positive
Works good for a cheap tablet to have around work and not worry about. Freezes occasionally but not a big deal for the cost.,works good cheap tablet around work worry freezes occasionally big deal cost,Positive
I needed an extra charger for our cabin so that we would not have to pack one back and forth. Arrived just in time and on time that I got it in time for our next trip over. Works like the original.,needed extra charger cabin would pack one back forth arrived time time got time next trip works like original,Positive
"There are so many things the amazon echo can do. Some of our favorites are, of course, music, but also we use it every day to set timers when cooking, and ask the weather.",many things amazon echo favorites course music also use every day set timers cooking ask weather,Positive
Would have liked more features for the money paid..,would liked features money paid,Positive
These are perfect for kids to use and have some nice features for only 50 bucks. I recommend.,perfect kids use nice features bucks recommend,Neutral
"This is my 2nd Kindle. I love the ability to read anywhere no matter the light, especially at night. I don't disturb anyone with a light if I am having trouble sleeping.",nd kindle love ability read anywhere matter light especially night dont disturb anyone light trouble sleeping,Positive
The Amazon Fire is a very good tablet that is very user friendly and the price is great.,amazon fire good tablet user friendly price great,Positive
Now all 5 of my children have a kindle. This one is by far the best one.,children kindle one far best one,Positive
I like the paperwhite read its smaller then my tablet can go anywhere with me and I enjoy reading books on it,like paperwhite read smaller tablet go anywhere enjoy reading books,Positive
"Only cost me $59 at Black Friday. Good deal. Way cheaper than an iPad of which I have several. This was for my young kids. The only knock I have has to do with the you tube kids app for this vs apple products. On apple, you tube kids allows you to speak your search. You only have the option to type the search in for this which is problematic for young children who cannot read or write",cost black friday good deal way cheaper ipad several young kids knock tube kids app vs apple products apple tube kids allows speak search option type search problematic young children cannot read write,Positive
"Great Amazon tap, you can take Alexa anywhere. Love it, can do the big Alexa can do and more! No know issue safer...",great amazon tap take alexa anywhere love big alexa know issue safer,Positive
My daughter loves it. She loves the books that she can read.,daughter loves loves books read,Positive
My wife's old kindle stopped holding a charge. So to surprise her I stopped by my local best buy and picked up this kindle. This kindle is great. Its has a display that rivals my samsung tablet pro and has a long battery life. My wife uses it every day. This is great for any book worm or if your looking for a tablet on a budget.,wifes old kindle stopped holding charge surprise stopped local best buy picked kindle kindle great display rivals samsung tablet pro long battery life wife uses every day great book worm looking tablet budget,Positive
"Without costing a ton like the Apple TV, the Amazon Fire TV has everything a cord cutter could want.",without costing ton like apple tv amazon fire tv everything cord cutter could want,Positive
"The kids love it, so I'm very happy. that's all that matters to me",kids love im happy thats matters,Positive
"I love my Fire and the fact that I now have a place for my ""library"" that's not taking up space on my phone.",love fire fact place library thats taking space phone,Positive
Watch amazon prime and netflix on it for cheap. What else do you need from a tablet that costs under $50.,watch amazon prime netflix cheap else need tablet costs,Positive
I bought this for my husband for Christmas since our daughter uses the other tablet all the time. He has barely put it down since he opened it!! He uses it mostly for reading and some internet browsing. Overall I am happy with the product and have had no issues so far.,bought husband christmas since daughter uses tablet time barely put since opened uses mostly reading internet browsing overall happy product issues far,Positive
Great product and would buy again. Awesome for streaming,great product would buy awesome streaming,Positive
"I bought 2 of the Amazon Fire tablets because the sales guy said that they were great and ran really fast. I have very fast internet and this thing just barely chugs along. If you play a game, it constantly stalls and freezes. The sound quality when I play music is terrible. I was planning on buying one for each of my 9 nieces and nephews if they ran well but now I know that wouldn't work for them because they are horrible.",bought amazon fire tablets sales guy said great ran really fast fast internet thing barely chugs along play game constantly stalls freezes sound quality play music terrible planning buying one nieces nephews ran well know wouldnt work horrible,Negative
Works well for my children. They both have one and seems to run smoothly for the games and apps they use.,works well children one seems run smoothly games apps use,Positive
"Bought it for our 2 year old son, has really helped with his vocabulary",bought year old son really helped vocabulary,Positive
Wonderful tablet for the kids. It comes in nice colors and has so many nice features.,wonderful tablet kids comes nice colors many nice features,Positive
"This is a nice basic tablet for those not wanting to spend a lot of $$. Easy to use, nice HD resolution for games and even watching Netflix etc.",nice basic tablet wanting spend lot easy use nice hd resolution games even watching netflix etc,Positive
Enjoy quick fact checks like who was in this movie or how tall is Lebron James but wouldn't spend the money it costs myself. It was a gift. Maybe I haven't learned enough of the functions yet.,enjoy quick fact checks like movie tall lebron james wouldnt spend money costs gift maybe havent learned enough functions yet,Positive
I bought two of these tablets for my nephews! They are extremely versatile with games and other resources for a great price! I considered getting them Nintendo DS systems but realized that they would be able to do so much more with tablets for half the price.,bought two tablets nephews extremely versatile games resources great price considered getting nintendo ds systems realized would able much tablets half price,Positive
"I got this for a Christmas present for my son, but couldn't help myself. It's awesome. Looks like momma is rewrapping for him, or buying another :D",got christmas present son couldnt help awesome looks like momma rewrapping buying another,Positive
It's a great tablet for my kids at their age. I recommend it to anybody looking for one.,great tablet kids age recommend anybody looking one,Positive
Work good with my internet. Have basic cable and use this to watch movies and steam tv shows.,work good internet basic cable use watch movies steam tv shows,Positive
The kindle fires have been great for the grandbabies.,kindle fires great grandbabies,Positive
"Replaced Uverse with Amazon Fire TV PlayStation Vue, good streaming, easy to use, compact footprint.",replaced uverse amazon fire tv playstation vue good streaming easy use compact footprint,Positive
"Love the case, table works very well, easy to download game and apps, but the life of the battery is not great. The battery fully charged only last about 3-4 hours",love case table works well easy download game apps life battery great battery fully charged last hours,Positive
"Alexa is a great enhancement to any home automation system. You need to do some research in order to find out all you can do with it, but this is part of the fun. I can only recommend this to any tech geek ...",alexa great enhancement home automation system need research order find part fun recommend tech geek,Positive
"I Love my new kindle! Is perfect, this model is The best",love new kindle perfect model best,Positive
I already had a Echo but the wife apparently liked it more than me and took it over. I bought a Dot for about $120. Less than the Echo and personally prefer that. The wife decided she wanted another Echo for the basement. They are both great and work well with my Nest thermostat. If you get one you will love it. It takes a little time to figure out the best way to ask things from it so it responds correctly the first time. Bought it on sale for $50. Off.,already echo wife apparently liked took bought dot less echo personally prefer wife decided wanted another echo basement great work well nest thermostat get one love takes little time figure best way ask things responds correctly first time bought sale,Positive
i really enjoy this product the costumer service was great on helping me pick the right item and explain it to me well i cont to have great experience at best buy.,really enjoy product costumer service great helping pick right item explain well cont great experience best buy,Positive
Good product with best price available in the market place,good product best price available market place,Positive
Awesome tablet! Love using it to read and surf the web.,awesome tablet love using read surf web,Positive
"Works good, has very nice screen brightness and resolution",works good nice screen brightness resolution,Positive
My daughter loves it and IRS a good and easy size to travel with too,daughter loves irs good easy size travel,Positive
Got this tablet on sale for $59.99 at Best Buy and got Webroot Internet Security free with purchase. This is not a high end tablet but it works really great for many of the things I do. For the price it can't be beat!,got tablet sale best buy got webroot internet security free purchase high end tablet works really great many things price cant beat,Positive
This device has done everything my family has asked if it and easy enough for my kids to not have to teach me how to use it,device done everything family asked easy enough kids teach use,Positive
The tablet was a good gift for Christmas. I bought it on black Friday for a cheap price,tablet good gift christmas bought black friday cheap price,Positive
I bought this for my daughter who has Down's Syndrome. It was an inexpensive first time tablet for her. She absolutely loves it and is always watching her shows and videos. It is easy for her to navigate and understand.,bought daughter downs syndrome inexpensive first time tablet absolutely loves always watching shows videos easy navigate understand,Positive
I bought this for my mom who is a first time tablet user. It is easy to use and I love that fact that I did not spend a fortune to get her started!,bought mom first time tablet user easy use love fact spend fortune get started,Positive
"solid product by amazon, for streaming with various services.",solid product amazon streaming various services,Positive
A great price for an e-reader with a great battery life. Love the e-ink too.,great price ereader great battery life love eink,Positive
Alexa works great and I like that she learns as she goes I even got 3 dots to work just like her.,alexa works great like learns goes even got dots work like,Positive
I have 'Alexa' in the living room. Each morning I ask her the weather forecast and plan my day. If I need to go out I ask her the traffic conditions. While watching television I can always get inside information on shows as well as the actors and actresses. While playing cards with friends and family 'Alexa always finds the right background music for us. This is a great product!,alexa living room morning ask weather forecast plan day need go ask traffic conditions watching television always get inside information shows well actors actresses playing cards friends family alexa always finds right background music us great product,Positive
I bought this for my niece for her 9th birthday and she loves it! I would recommend it if you have kids,bought niece th birthday loves would recommend kids,Positive
Love how easy it is to train. Very convenient to use.,love easy train convenient use,Positive
As above a high class e reader. Love it. Use it at least 2-3 hrs daily.,high class e reader love use least hrs daily,Positive
It does what it is suppose to. No problems with it...,suppose problems,Positive
"We now own 4 Kindle Fires, they keep getting better. Very pleased",kindle fires keep getting better pleased,Positive
"I never thought I would ever purchase a Kindle device for reading books, but now that I have one, I wish I would have done this a long time ago. I enjoy being able to read anywhere. Plus being able to purchase a book anytime I want is such a nice feature.",never thought would ever purchase kindle device reading books one wish would done long time ago enjoy able read anywhere plus able purchase book anytime want nice feature,Positive
Good deal and great product. An affordable tablet from a well known trusted brand,good deal great product affordable tablet well known trusted brand,Positive
"Purchased for the hands free interaction. Great speaker for music and amazon music variety surpasses XM. Being able to say ""Alexa add to grocery list"" when I need something instead of having to find phone or pad and pen. Once at store, I can call up list made by Alexa and I am all set. Looking forward to setting it up to turn on and off lights throughout our home.",purchased hands free interaction great speaker music amazon music variety surpasses xm able say alexa add grocery list need something instead find phone pad pen store call list made alexa set looking forward setting turn lights throughout home,Positive
So many different ways to use the fire. I have just begun to learn some of the functions.,many different ways use fire begun learn functions,Positive
Before we bought this the house was always quiet. Now we stream music all the time just because it's so convenient. Really cool. Works great.,bought house always quiet stream music time convenient really cool works great,Positive
The Amazon Fire TV Fred me from high monthly bills and provide a huge variety of older programming.,amazon fire tv fred high monthly bills provide huge variety older programming,Positive
"Yes, it's that much fun to use and you'll wonder how you functioned in life without the Echo of Amazon?",yes much fun use youll wonder functioned life without echo amazon,Positive
What a cool speaker. Alexa is fun to use and the sound is great.,cool speaker alexa fun use sound great,Positive
"Clear, easy to use, easy to read, This is my 2nd paperwhite & would buy again.",clear easy use easy read nd paperwhite would buy,Positive
"I bought this kindle for my dad. The size is just perfect, not too big nor too small, and light to carry around.",bought kindle dad size perfect big small light carry around,Positive
"Since I am more of an Apple Buckie, I wish this had more integration to my iTunes Library. I use it with my LifeX lights, get the news and weather. Not sure I would buy it again, but if you are a Google Buckie then it would be a great toy",since apple buckie wish integration itunes library use lifex lights get news weather sure would buy google buckie would great toy,Neutral
The fire stick makes great gifts for family and friends and especially college students.,fire stick makes great gifts family friends especially college students,Positive
"I got this for my wife and she loves it. She is old school and likes her toggle buttons on the old one. However, she likes being able to read anywhere at anytime. The back light is not over powerful. I was happy to hear this because I wasn't sure if I should have got the one that auto detects ambient light.",got wife loves old school likes toggle buttons old one however likes able read anywhere anytime back light powerful happy hear wasnt sure got one auto detects ambient light,Positive
"very easy to set-up. a big hit a parties, excellent speaker.",easy setup big hit parties excellent speaker,Positive
The dot does everything this does and most people already have blue tooth speakers to hook up to it.,dot everything people already blue tooth speakers hook,Neutral
got as a replacement for young child. worked well for him.,got replacement young child worked well,Positive
We like the Fire better than Roku. We also prefer the ease of use over the funtionality of our new Sony 4K TV.,like fire better roku also prefer ease use funtionality new sony k tv,Positive
It cool speak what you want and with amazon prime can just place order by talking,cool speak want amazon prime place order talking,Positive
We have bought many kindle before and they always work put great for us and the kids can use them easily. I love that I can set the kids profile so they can't make purchases I just wish you could set them to stay in the child's profile until an adult takes it out.,bought many kindle always work put great us kids use easily love set kids profile cant make purchases wish could set stay childs profile adult takes,Positive
"Before buying the FireTV, I had the FireTV Sticks. In an effort to cancel my cable, I signed up for Sling TV.",buying firetv firetv sticks effort cancel cable signed sling tv,Positive
"This actually was a Christmas present for my Mother, but I had to set it up. This is a nice upgrade from her Kindle purchased three years ago. Kindle was great assisting getting it registered since neither of us could remember her password.",actually christmas present mother set nice upgrade kindle purchased three years ago kindle great assisting getting registered since neither us could remember password,Positive
A single list is easy. We haven't been able to have multiple lists simultaneously. Simple questions can be answered but more complex ones get rejected or mis-answered. The ability to interpret and hear voices is very good with a long range.,single list easy havent able multiple lists simultaneously simple questions answered complex ones get rejected misanswered ability interpret hear voices good long range,Positive
"Works great for my grandson - had the Geek squad get a security plan setup on it and him acquainted with it. Battery life not great, but with a bright 10 inch screen on a THIN tablet is not surprising.",works great grandson geek squad get security plan setup acquainted battery life great bright inch screen thin tablet surprising,Positive
Like all amazon stuff i have used these things are great built insanly well and eith a reasonable price tag way better then any of the rokus i have tried.,like amazon stuff used things great built insanly well eith reasonable price tag way better rokus tried,Positive
I bought this Kindle for myself last year and it's the best $50 I've spent! I hoped that my sister would enjoy one.,bought kindle last year best ive spent hoped sister would enjoy one,Positive
I absolutely love my amazon fire it is very user friendly. I bought one for my parents and used theirs so much I decided to buy one for myself as well.,absolutely love amazon fire user friendly bought one parents used much decided buy one well,Positive
I has another and work real good it is not a expensive tablet,another work real good expensive tablet,Positive
you will never be lonely again she talks to you and answers questions she can read your kindle books too and tell you the weather she will tell you jokes she is well worth the money also play music from your library and ihart radio and much more things,never lonely talks answers questions read kindle books tell weather tell jokes well worth money also play music library ihart radio much things,Positive
Ok for a kid tablet the size is good you can okly use there apps,ok kid tablet size good okly use apps,Neutral
"So I got my Fire HD 8 originally for ebooks since e-copies are much cheaper. Very easy to use, especially if you are not tech friendly. So glad I got this.",got fire hd originally ebooks since ecopies much cheaper easy use especially tech friendly glad got,Positive
I love the convenience of the Amazon Echo! Alexa is amazing! Very easy to use!,love convenience amazon echo alexa amazing easy use,Positive
Bought this as a gift so I don't know much about it. Seems nice though,bought gift dont know much seems nice though,Positive
I love so far. processes at decent speed I've been able to do what I need without problems. I only wish all the apps on screen didn't have to be visible. Can't enjoiy a screen saver if its covered with icons,love far processes decent speed ive able need without problems wish apps screen didnt visible cant enjoiy screen saver covered icons,Positive
My son had the kindle w/o the camera but cracked the screen so we bought the upgrade with the camera. He loves it,son kindle wo camera cracked screen bought upgrade camera loves,Positive
This is one of the greatest things I've ever bought,one greatest things ive ever bought,Positive
The Amazon Fire 7 Tablet 16GB is very a good value... highly recommend.,amazon fire tablet gb good value highly recommend,Positive
Overall I wasn't too impressed with his tablet. Actually returned it for an iPad mini bc my kid like it better and it was easier to use.,overall wasnt impressed tablet actually returned ipad mini bc kid like better easier use,Neutral
Was hesitate to order this because I thought it might be difficult to hook up. Step by step instructions from the app and the echo was so easy to set up. Volume is spectacular!! Amazing what you can ask Alexa...still learning and playing. Love it so much I ordered another dot for the bedroom.,hesitate order thought might difficult hook step step instructions app echo easy set volume spectacular amazing ask alexastill learning playing love much ordered another dot bedroom,Positive
"Unable to use for anything but Kindle and this severely limits its usefulness. The screen is very readable in sunlight, nice feature.",unable use anything kindle severely limits usefulness screen readable sunlight nice feature,Positive
"My younger grandson loves this, it goes wherever he goes!",younger grandson loves goes wherever goes,Positive
Serves my needs as required. Sound is good. Ability to move device where required is ideal,serves needs required sound good ability move device required ideal,Positive
I was searching for a tablet that would be great for reading books and downloading games. This kindle is the right size for a tablet. Works great!,searching tablet would great reading books downloading games kindle right size tablet works great,Positive
Convenient reliable product. If you need a product that can give you immediate response to your daily needs this is it!,convenient reliable product need product give immediate response daily needs,Positive
It's a decent quality tablet for the money. One complaint is the speakers are weak. Have to cup my hand around the speaker side to get some good feedback. The Silk Browser seems to have issues with search engines. Just switching the search engine fixes it though.I got this for when the power goes out at my house. It's served to let me watch netflix. With a bluetooth keyboard it seems adequate for messaging and writing out notes.Video quality is good enough. Though that has more to do with not being super picky about it. I'm considering gifting my dad one of these this year. He commented that the quality looked good. Another complaint would be the amazon app store is limited. No Clash Royale. Which is the only mobile game I actually enjoy. I'm sure there's a way around this. But I'm really not interested in digging around for it. So for the most part it's a good solid low end tablet.,decent quality tablet money one complaint speakers weak cup hand around speaker side get good feedback silk browser seems issues search engines switching search engine fixes thoughi got power goes house served let watch netflix bluetooth keyboard seems adequate messaging writing notesvideo quality good enough though super picky im considering gifting dad one year commented quality looked good another complaint would amazon app store limited clash royale mobile game actually enjoy im sure theres way around im really interested digging around part good solid low end tablet,Neutral
Speakers give off Great Sound. And my kids love it.,speakers give great sound kids love,Positive
"The Fire Tablet is not only affordable, but a great piece of technology for choldren. The selection of books and games are very good.",fire tablet affordable great piece technology choldren selection books games good,Positive
"this is a great tablet at a great price. unfortunately it can't connect to google play without hacking. if that's what you need, look at the acer tablet. if you are looking for an inexpensive fire tablet, you can't go wrong with this.",great tablet great price unfortunately cant connect google play without hacking thats need look acer tablet looking inexpensive fire tablet cant go wrong,Positive
Perfect gift for my mother and mother in law. Easy to use wonderful graphicsAwesome tablet,perfect gift mother mother law easy use wonderful graphicsawesome tablet,Positive
"I had the original kindle fire from many years ago that survived many a drop onto concrete floor without sustaining any damage, so I hope this one will last as long. Easy to start up and charges fast. Already had a couple of os updates that were very fast downloading and installing. No problems.",original kindle fire many years ago survived many drop onto concrete floor without sustaining damage hope one last long easy start charges fast already couple os updates fast downloading installing problems,Positive
I really like the auto on off feature. Volume control could be more ergonomic.,really like auto feature volume control could ergonomic,Positive
Best price I've seen on a tablet that does all what I needed it to do... Just simple things,best price ive seen tablet needed simple things,Positive
Sometimes the screen is not as responsive as I would like it to be but it does what we need it to do and our daughter loves it.,sometimes screen responsive would like need daughter loves,Positive
"Great product! The FireTV is very easy to use but requires the user to setup an Amazon account. This can be a free or prime account. The FireTV easily connects to your Wifi giving you access to Addons, games, music, movies etc. The voice controlled remote control makes searching for your favorite content easy but if you prefer, you can use the navigation features instead. Parental controls are provided if needed. There is also a video you can watch that shows a sample of the features this devise offers. Great purchase. I even took camping using my phone as a hot spot powered by a generator. The FireTV worked perfectly.",great product firetv easy use requires user setup amazon account free prime account firetv easily connects wifi giving access addons games music movies etc voice controlled remote control makes searching favorite content easy prefer use navigation features instead parental controls provided needed also video watch shows sample features devise offers great purchase even took camping using phone hot spot powered generator firetv worked perfectly,Positive
I like that it is lightweight and it has the built in light.,like lightweight built light,Positive
Essentially it works well for its intended purpose,essentially works well intended purpose,Positive
The usablity wise good but install the Google store is messy,usablity wise good install google store messy,Neutral
nice product,nice product,Positive
everyone in the family can use it and find something they want to watch or do on this,everyone family use find something want watch,Positive
"Unbelievable! Everyone should get one! I wasn't sure if use it, but I do all of the time.",unbelievable everyone get one wasnt sure use time,Positive
My kids have two kindle fires already and decided to add a third for the youngest. You can't beat the price of the tablet and with parental locks I am able to decide what they can access and what to block.,kids two kindle fires already decided add third youngest cant beat price tablet parental locks able decide access block,Positive
The person I bought this for loves it. She had another tablet that was actually more expensive but she couldn't load apps or anything to.,person bought loves another tablet actually expensive couldnt load apps anything,Positive
Nice size. Good tablet for the price. Bought three to have some spares. Only problem is having to get extra app to run You Tube properly.,nice size good tablet price bought three spares problem get extra app run tube properly,Positive
Got this for 35$ thanksgiving day. Lighter than the original and actually faster than ipad air. The 32 micro sd only cost me 9$. There is no way ipad can beat this!!!,got thanksgiving day lighter original actually faster ipad air micro sd cost way ipad beat,Positive
This is a good product and streams very well for all of our favorite online services!,good product streams well favorite online services,Positive
The product works great as of now. It arrived as promised,product works great arrived promised,Positive
My granddaughter loves this tablet. Best tablet for the money.,granddaughter loves tablet best tablet money,Positive
"I Love my echo. I use my echo for just about everything. I've set up my lights, my tv, I also ask it several questions almost every day. My wife uses it to get cooking measurements. I play music and games as well.",love echo use echo everything ive set lights tv also ask several questions almost every day wife uses get cooking measurements play music games well,Positive
"I've had the Apple TV, Cromecast, and Amazon Fire and Amazon has the most options that fit what I watch and use not to mention it has the best HD quality I highly recommend it",ive apple tv cromecast amazon fire amazon options fit watch use mention best hd quality highly recommend,Positive
"My husband and I purchased the new Amazon Kindle Fire HD 8 tablets for our 16 yr old son and 12 yr old daughter for Christmas. I have an older version 7 in myself so I already knew we were buying a durable tablet. The new ones are awesome and they had them in colors so very easy to distinguish who's is whom We purchased during Black Friday and got them for $30 off, which was an amazing discount and made me love it even more. We had shopped around many places prior to and. They are light weight and the screen is plenty big enough for them to watch movies, play games, do homework and video calls friends and family out of town. They seem to have plenty of space and nice to know that we can add memory if we need to.The tablets hold up to the everyday life of the kids accidental drops kicks and their 3 yr old sister lol. Would definitely recommend this product to anyone who is in the market for a new tablet for themselves or children. Will buy again in the future if these ever quick working.",husband purchased new amazon kindle fire hd tablets yr old son yr old daughter christmas older version already knew buying durable tablet new ones awesome colors easy distinguish whos purchased black friday got amazing discount made love even shopped around many places prior light weight screen plenty big enough watch movies play games homework video calls friends family town seem plenty space nice know add memory need tothe tablets hold everyday life kids accidental drops kicks yr old sister lol would definitely recommend product anyone market new tablet children buy future ever quick working,Positive
"Its so small its easy to get lost under your TV! Its very fast, and easy to use. Log in to your amazon account and Netflix and Hulu and you have tons of options right at your fingertips!Have not really used alexa all that much so not sure how well it works overall. The phone app remote works pretty well so that is nice when you cant find the tiny fire TV remote/ too lazy to look for it! :) Some of the apps do not work all that great/ don't utilize surround sound but the main ones do. Got it on sale for $85. Definitely worth this price!",small easy get lost tv fast easy use log amazon account netflix hulu tons options right fingertipshave really used alexa much sure well works overall phone app remote works pretty well nice cant find tiny fire tv remote lazy look apps work great dont utilize surround sound main ones got sale definitely worth price,Positive
Tablet is very good. I have a lot of apps and pretty much do my homework there,tablet good lot apps pretty much homework,Positive
Just what you would expect from Amazon. Holds a charge well and does everything you would expect.,would expect amazon holds charge well everything would expect,Positive
sound is greatdifficult to connect with hotel wifi'sseems durable,sound greatdifficult connect hotel wifisseems durable,Positive
Very easy setup and better control than ipads. Pleased with performance.,easy setup better control ipads pleased performance,Positive
I like this!! Its pretty cool it has a huge music library,like pretty cool huge music library,Positive
Only few skills were added to Alexa. And When my kids are asking general educational related it is not giving them right answers.,skills added alexa kids asking general educational related giving right answers,Positive
"Serves my needs ,just need for quick Internet surfing,email,ect.",serves needs need quick internet surfingemailect,Positive
"If you are looking for something inexpensive for your kids this Christmas, this is the one.Easy to operate, good quality and size for kids and adults.",looking something inexpensive kids christmas oneeasy operate good quality size kids adults,Positive
"I like my ECHO, she however will talk on her own sometime. Still getying used to it. We mainly use it fir the bluetooth so we can play mudic from Pandora and Youtube.",like echo however talk sometime still getying used mainly use fir bluetooth play mudic pandora youtube,Positive
Easy to use this device and the sound is great. We continue to find new ways to use it,easy use device sound great continue find new ways use,Positive
The receiver seems pleased and enjoys it. would buy.,receiver seems pleased enjoys would buy,Positive
Good movies kids. RUNS FAST. EFFICIENT. COOL TABLET.,good movies kids runs fast efficient cool tablet,Positive
Super and funIs work in my xbox one sMy light insteon,super funis work xbox one smy light insteon,Positive
a good purchse for my mother-in-law with failing eyesight,good purchse motherinlaw failing eyesight,Positive
"I don't want to get too negative on this, because it does what it's supposed to. However, I'm not sure how Amazon justifies charging 40! Half that and I'd feel a lot less disappointed. It's nothing like the last generation cover, which was hefty and substantial. That thing could take a beating! This one Umm...not so much.PROS:- I really like the solution Amazon came up with to lock the Kindle in place sort of a rubberized cup that grips it on all four sides and holds it VERY securely. No more metal-prong slide-release gizmo.- It looks quite nice and is genuine (if untextured) leather like the last one.CONS:- Flimsy. The leather is extremely thin and unpadded. Won't stand up to much abuse. scrape it even lightly on a rough surface and you'll likely ruin it.- The actual cover that folds over the front is incredibly floppy and delicate -- it's about the thickness of a piece of notepad cardboard. I could bend it in half with almost no effort, if I had the notion.- Cover has no lock/closure mechanism (like the elastic strap on the last gen model). It should have SOMETHING.Oh, well. It is what it is. I never read with the Kindle in the case anyway so it's not such a big deal to me, but I was expecting more. Especially for this price!",dont want get negative supposed however im sure amazon justifies charging half id feel lot less disappointed nothing like last generation cover hefty substantial thing could take beating one ummnot muchpros really like solution amazon came lock kindle place sort rubberized cup grips four sides holds securely metalprong sliderelease gizmo looks quite nice genuine untextured leather like last onecons flimsy leather extremely thin unpadded wont stand much abuse scrape even lightly rough surface youll likely ruin actual cover folds front incredibly floppy delicate thickness piece notepad cardboard could bend half almost effort notion cover lockclosure mechanism like elastic strap last gen model somethingoh well never read kindle case anyway big deal expecting especially price,Negative
"Was please to find out that a camera, albeit not real high in pixel density but still usable, was now available along with a memory slot. Older model died and was getting real slow due to not enough memory. Good for a book reader, not so for a full featured tablet.",please find camera albeit real high pixel density still usable available along memory slot older model died getting real slow due enough memory good book reader full featured tablet,Positive
This tablet is great for kids snd adults. It holds a lot of memory. U added a lot of games and pictures and still have a lot of space.,tablet great kids snd adults holds lot memory u added lot games pictures still lot space,Positive
Works great even in OK network areas. Long battery life and easy to use. Would definitely recommend to a friend.,works great even ok network areas long battery life easy use would definitely recommend friend,Positive
"I really like this product. It is my first e-reader. My family has had them but now that I have my own I love it. It really looks like you are reading a real page in a book and the backlight is what really makes the difference for me. It allows me to read anywhere even in the dark without worry about fumbling with a reading light. Although I love the feel of a real book and watching the bookmark go further through the pages I am starting to get over that. The connivence of holding this instead of a book and also being able to have multiple books going at once without carrying a bunch of books with you is great. I can fit this in my coat pocket on the train while I commute. It is pretty small and now that I figured out how to borrow kindle books from my library via overdrive I save a ton of money by borrowing instead of paying for all my kindle books. I definitely recommend this Kindle Paperwhite product, the 300 ppi screen is really nice and the price is very reasonable. I couldn't find any reason to buy the more expensive version called the Voyage so my opinion is get this one.",really like product first ereader family love really looks like reading real page book backlight really makes difference allows read anywhere even dark without worry fumbling reading light although love feel real book watching bookmark go pages starting get connivence holding instead book also able multiple books going without carrying bunch books great fit coat pocket train commute pretty small figured borrow kindle books library via overdrive save ton money borrowing instead paying kindle books definitely recommend kindle paperwhite product ppi screen really nice price reasonable couldnt find reason buy expensive version called voyage opinion get one,Positive
